# Time (a.u.)	Order parameter |r|
0.7480	6.8761057e-01
0.7490	6.8820785e-01
0.7500	6.8880417e-01
0.7510	6.8939950e-01
0.7520	6.8999387e-01
0.7530	6.9058726e-01
0.7540	6.9117969e-01
0.7550	6.9177114e-01
0.7560	6.9236164e-01
0.7570	6.9295117e-01
0.7580	6.9353974e-01
0.7590	6.9412735e-01
0.7600	6.9471400e-01
0.7610	6.9529969e-01
0.7620	6.9588443e-01
0.7630	6.9646822e-01
0.7640	6.9705105e-01
0.7650	6.9763294e-01
0.7660	6.9821387e-01
0.7670	6.9879386e-01
0.7680	6.9937289e-01
0.7690	6.9995099e-01
0.7700	7.0052813e-01
0.7710	7.0110434e-01
0.7720	7.0167960e-01
0.7730	7.0225392e-01
0.7740	7.0282730e-01
0.7750	7.0339974e-01
0.7760	7.0397123e-01
0.7770	7.0454180e-01
0.7780	7.0511142e-01
0.7790	7.0568010e-01
0.7800	7.0624785e-01
0.7810	7.0681466e-01
0.7820	7.0738054e-01
0.7830	7.0794548e-01
0.7840	7.0850949e-01
0.7850	7.0907256e-01
0.7860	7.0963469e-01
0.7870	7.1019589e-01
0.7880	7.1075616e-01
0.7890	7.1131549e-01
0.7900	7.1187389e-01
0.7910	7.1243135e-01
0.7920	7.1298788e-01
0.7930	7.1354348e-01
0.7940	7.1409814e-01
0.7950	7.1465186e-01
0.7960	7.1520465e-01
0.7970	7.1575650e-01
0.7980	7.1630741e-01
0.7990	7.1685739e-01
0.8000	7.1740643e-01
0.8010	7.1795453e-01
0.8020	7.1850169e-01
0.8030	7.1904791e-01
0.8040	7.1959319e-01
0.8050	7.2013753e-01
0.8060	7.2068093e-01
0.8070	7.2122339e-01
0.8080	7.2176490e-01
0.8090	7.2230546e-01
0.8100	7.2284508e-01
0.8110	7.2338376e-01
0.8120	7.2392148e-01
0.8130	7.2445826e-01
0.8140	7.2499408e-01
0.8150	7.2552896e-01
0.8160	7.2606288e-01
0.8170	7.2659585e-01
0.8180	7.2712786e-01
0.8190	7.2765892e-01
0.8200	7.2818902e-01
0.8210	7.2871816e-01
0.8220	7.2924634e-01
0.8230	7.2977355e-01
0.8240	7.3029981e-01
0.8250	7.3082510e-01
0.8260	7.3134942e-01
0.8270	7.3187278e-01
0.8280	7.3239517e-01
0.8290	7.3291659e-01
0.8300	7.3343703e-01
0.8310	7.3395651e-01
0.8320	7.3447501e-01
0.8330	7.3499253e-01
0.8340	7.3550907e-01
0.8350	7.3602464e-01
0.8360	7.3653923e-01
0.8370	7.3705283e-01
0.8380	7.3756545e-01
0.8390	7.3807708e-01
0.8400	7.3858773e-01
0.8410	7.3909739e-01
0.8420	7.3960606e-01
0.8430	7.4011374e-01
0.8440	7.4062043e-01
0.8450	7.4112613e-01
0.8460	7.4163083e-01
0.8470	7.4213453e-01
0.8480	7.4263724e-01
0.8490	7.4313894e-01
0.8500	7.4363965e-01
0.8510	7.4413935e-01
0.8520	7.4463805e-01
0.8530	7.4513575e-01
0.8540	7.4563244e-01
0.8550	7.4612812e-01
0.8560	7.4662280e-01
0.8570	7.4711646e-01
0.8580	7.4760912e-01
0.8590	7.4810076e-01
0.8600	7.4859139e-01
0.8610	7.4908101e-01
0.8620	7.4956961e-01
0.8630	7.5005719e-01
0.8640	7.5054376e-01
0.8650	7.5102931e-01
0.8660	7.5151384e-01
0.8670	7.5199735e-01
0.8680	7.5247984e-01
0.8690	7.5296131e-01
0.8700	7.5344175e-01
0.8710	7.5392117e-01
0.8720	7.5439957e-01
0.8730	7.5487694e-01
0.8740	7.5535329e-01
0.8750	7.5582861e-01
0.8760	7.5630290e-01
0.8770	7.5677617e-01
0.8780	7.5724841e-01
0.8790	7.5771961e-01
0.8800	7.5818979e-01
0.8810	7.5865894e-01
0.8820	7.5912706e-01
0.8830	7.5959415e-01
0.8840	7.6006021e-01
0.8850	7.6052523e-01
0.8860	7.6098922e-01
0.8870	7.6145218e-01
0.8880	7.6191411e-01
0.8890	7.6237501e-01
0.8900	7.6283487e-01
0.8910	7.6329370e-01
0.8920	7.6375150e-01
0.8930	7.6420826e-01
0.8940	7.6466399e-01
0.8950	7.6511868e-01
0.8960	7.6557234e-01
0.8970	7.6602497e-01
0.8980	7.6647657e-01
0.8990	7.6692713e-01
0.9000	7.6737665e-01
0.9010	7.6782515e-01
0.9020	7.6827261e-01
0.9030	7.6871903e-01
0.9040	7.6916443e-01
0.9050	7.6960879e-01
0.9060	7.7005212e-01
0.9070	7.7049441e-01
0.9080	7.7093567e-01
0.9090	7.7137591e-01
0.9100	7.7181510e-01
0.9110	7.7225327e-01
0.9120	7.7269041e-01
0.9130	7.7312652e-01
0.9140	7.7356159e-01
0.9150	7.7399564e-01
0.9160	7.7442866e-01
0.9170	7.7486065e-01
0.9180	7.7529161e-01
0.9190	7.7572154e-01
0.9200	7.7615044e-01
0.9210	7.7657832e-01
0.9220	7.7700517e-01
0.9230	7.7743099e-01
0.9240	7.7785579e-01
0.9250	7.7827957e-01
0.9260	7.7870232e-01
0.9270	7.7912404e-01
0.9280	7.7954475e-01
0.9290	7.7996443e-01
0.9300	7.8038309e-01
0.9310	7.8080072e-01
0.9320	7.8121734e-01
0.9330	7.8163294e-01
0.9340	7.8204751e-01
0.9350	7.8246107e-01
0.9360	7.8287361e-01
0.9370	7.8328514e-01
0.9380	7.8369564e-01
0.9390	7.8410513e-01
0.9400	7.8451361e-01
0.9410	7.8492107e-01
0.9420	7.8532752e-01
0.9430	7.8573295e-01
0.9440	7.8613737e-01
0.9450	7.8654078e-01
0.9460	7.8694318e-01
0.9470	7.8734456e-01
0.9480	7.8774494e-01
0.9490	7.8814431e-01
0.9500	7.8854267e-01
0.9510	7.8894003e-01
0.9520	7.8933637e-01
0.9530	7.8973171e-01
0.9540	7.9012605e-01
0.9550	7.9051938e-01
0.9560	7.9091170e-01
0.9570	7.9130303e-01
0.9580	7.9169335e-01
0.9590	7.9208266e-01
0.9600	7.9247098e-01
0.9610	7.9285830e-01
0.9620	7.9324462e-01
0.9630	7.9362993e-01
0.9640	7.9401425e-01
0.9650	7.9439758e-01
0.9660	7.9477990e-01
0.9670	7.9516123e-01
0.9680	7.9554156e-01
0.9690	7.9592090e-01
0.9700	7.9629925e-01
0.9710	7.9667660e-01
0.9720	7.9705295e-01
0.9730	7.9742832e-01
0.9740	7.9780269e-01
0.9750	7.9817607e-01
0.9760	7.9854847e-01
0.9770	7.9891987e-01
0.9780	7.9929028e-01
0.9790	7.9965971e-01
0.9800	8.0002814e-01
0.9810	8.0039559e-01
0.9820	8.0076206e-01
0.9830	8.0112754e-01
0.9840	8.0149203e-01
0.9850	8.0185554e-01
0.9860	8.0221806e-01
0.9870	8.0257960e-01
0.9880	8.0294016e-01
0.9890	8.0329974e-01
0.9900	8.0365833e-01
0.9910	8.0401594e-01
0.9920	8.0437258e-01
