# Coupling strength K	Order parameter |r|
8.500000e-02	5.899049e-02
8.500000e-02	5.919113e-02
8.500000e-02	5.998475e-02
8.500000e-02	6.093578e-02
8.500000e-02	6.172766e-02
8.500000e-02	6.206241e-02
8.500000e-02	6.337927e-02
8.500000e-02	6.462331e-02
8.500000e-02	6.489693e-02
8.500000e-02	6.662127e-02
8.500000e-02	6.765738e-02
8.500000e-02	6.855283e-02
8.500000e-02	7.068622e-02
8.500000e-02	7.081434e-02
8.500000e-02	7.300944e-02
8.500000e-02	7.408303e-02
8.500000e-02	7.550354e-02
8.500000e-02	7.745552e-02
8.500000e-02	7.814243e-02
8.500000e-02	8.089328e-02
8.500000e-02	8.092539e-02
8.500000e-02	8.371745e-02
8.500000e-02	8.448546e-02
8.500000e-02	8.657205e-02
8.500000e-02	8.812573e-02
8.500000e-02	8.941178e-02
8.500000e-02	9.183156e-02
8.500000e-02	9.219095e-02
8.500000e-02	9.486524e-02
8.500000e-02	9.558271e-02
8.500000e-02	9.739303e-02
8.500000e-02	9.935311e-02
8.500000e-02	9.973625e-02
9.000000e-02	1.039447e-01
9.000000e-02	1.093128e-01
9.000000e-02	1.145891e-01
9.000000e-02	1.197236e-01
9.000000e-02	1.246688e-01
9.000000e-02	1.293798e-01
9.000000e-02	1.337454e-02
9.000000e-02	1.338152e-01
9.000000e-02	1.379366e-01
9.000000e-02	1.417089e-01
9.000000e-02	1.425282e-02
9.000000e-02	1.451003e-01
9.000000e-02	1.480820e-01
9.000000e-02	1.506288e-01
9.000000e-02	1.527196e-01
9.000000e-02	1.543387e-01
9.000000e-02	1.552539e-01
9.000000e-02	1.554763e-01
9.000000e-02	1.560043e-01
9.000000e-02	1.561293e-01
9.000000e-02	1.563017e-01
9.000000e-02	1.656119e-02
9.000000e-02	1.946469e-02
9.000000e-02	1.975695e-02
9.000000e-02	2.208830e-02
9.000000e-02	2.444757e-02
9.000000e-02	2.560690e-02
9.000000e-02	2.656438e-02
9.000000e-02	2.846395e-02
9.000000e-02	3.017311e-02
9.000000e-02	3.171932e-02
9.000000e-02	3.175318e-02
9.000000e-02	3.313024e-02
9.000000e-02	3.443377e-02
9.000000e-02	3.565834e-02
9.000000e-02	3.590620e-03
9.000000e-02	3.683287e-02
9.000000e-02	3.798650e-02
9.000000e-02	3.815562e-02
9.000000e-02	3.914755e-02
9.000000e-02	4.034209e-02
9.000000e-02	4.159214e-02
9.000000e-02	4.206797e-02
9.000000e-02	4.221796e-02
9.000000e-02	4.234062e-02
9.000000e-02	4.282267e-02
9.000000e-02	4.291392e-02
9.000000e-02	4.299026e-02
9.000000e-02	4.389912e-02
9.000000e-02	4.396092e-02
9.000000e-02	4.431626e-02
9.000000e-02	4.477409e-02
9.000000e-02	4.519041e-02
9.000000e-02	4.544984e-02
9.000000e-02	4.579962e-02
9.000000e-02	4.661444e-02
9.000000e-02	4.735557e-02
9.000000e-02	4.746550e-02
9.000000e-02	4.817009e-02
9.000000e-02	4.896703e-02
9.000000e-02	4.932839e-03
9.000000e-02	4.979865e-02
9.000000e-02	4.992831e-02
9.000000e-02	5.060927e-02
9.000000e-02	5.144743e-02
9.000000e-02	5.156581e-02
9.000000e-02	5.225153e-02
9.000000e-02	5.281551e-02
9.000000e-02	5.307071e-02
9.000000e-02	5.385927e-02
9.000000e-02	5.462978e-02
9.000000e-02	5.539648e-02
9.000000e-02	5.609228e-02
9.000000e-02	5.610180e-02
9.000000e-02	5.682799e-02
9.000000e-02	5.743096e-02
9.000000e-02	5.812127e-02
9.000000e-02	5.862241e-02
9.000000e-02	5.924780e-02
9.000000e-02	5.964596e-02
9.000000e-02	5.976062e-02
9.000000e-02	6.018384e-02
9.000000e-02	6.048318e-02
9.000000e-02	6.091079e-02
9.000000e-02	6.111785e-02
9.000000e-02	6.141527e-02
9.000000e-02	6.153647e-02
9.000000e-02	6.168905e-02
9.000000e-02	6.172891e-02
9.000000e-02	6.373859e-03
9.000000e-02	6.376423e-02
9.000000e-02	6.808310e-02
9.000000e-02	7.268491e-02
9.000000e-02	7.753367e-02
9.000000e-02	8.258919e-02
9.000000e-02	8.780717e-02
9.000000e-02	9.190072e-03
9.000000e-02	9.313967e-02
9.000000e-02	9.853618e-02
9.000000e-02	9.931854e-03
9.500000e-02	1.005667e-01
9.500000e-02	1.025712e-01
9.500000e-02	1.051808e-01
9.500000e-02	1.056086e-01
9.500000e-02	1.075631e-01
9.500000e-02	1.097388e-01
9.500000e-02	1.105210e-01
9.500000e-02	1.117340e-01
9.500000e-02	1.135791e-01
9.500000e-02	1.152868e-01
9.500000e-02	1.153067e-01
9.500000e-02	1.169500e-01
9.500000e-02	1.185414e-01
9.500000e-02	1.198967e-01
9.500000e-02	1.201123e-01
9.500000e-02	1.216924e-01
9.500000e-02	1.233094e-01
9.500000e-02	1.243484e-01
9.500000e-02	1.249890e-01
9.500000e-02	1.267542e-01
9.500000e-02	1.286257e-01
9.500000e-02	1.286441e-01
9.500000e-02	1.306211e-01
9.500000e-02	1.327556e-01
9.500000e-02	1.350418e-01
9.500000e-02	1.374906e-01
9.500000e-02	1.401110e-01
9.500000e-02	1.429104e-01
9.500000e-02	1.458936e-01
9.500000e-02	1.490626e-01
9.500000e-02	1.524148e-01
9.500000e-02	1.559419e-01
9.500000e-02	1.596297e-01
9.500000e-02	1.634580e-01
9.500000e-02	1.674015e-01
9.500000e-02	1.714310e-01
9.500000e-02	1.755156e-01
9.500000e-02	1.796235e-01
9.500000e-02	1.837232e-01
9.500000e-02	1.877833e-01
9.500000e-02	1.917729e-01
9.500000e-02	1.956608e-01
9.500000e-02	1.994157e-01
9.500000e-02	2.030067e-01
9.500000e-02	2.064030e-01
9.500000e-02	2.084085e-02
9.500000e-02	2.095750e-01
9.500000e-02	2.097359e-02
9.500000e-02	2.105523e-02
9.500000e-02	2.124947e-01
9.500000e-02	2.151367e-01
9.500000e-02	2.153182e-02
9.500000e-02	2.153907e-02
9.500000e-02	2.174792e-01
9.500000e-02	2.195044e-01
9.500000e-02	2.222896e-02
9.500000e-02	2.257804e-02
9.500000e-02	2.308317e-02
9.500000e-02	2.408368e-02
9.500000e-02	2.414549e-02
9.500000e-02	2.523430e-02
9.500000e-02	2.623372e-02
9.500000e-02	2.655632e-02
9.500000e-02	2.808274e-02
9.500000e-02	2.881332e-02
9.500000e-02	2.985168e-02
9.500000e-02	3.183537e-02
9.500000e-02	3.189993e-02
9.500000e-02	3.425755e-02
9.500000e-02	3.524069e-02
9.500000e-02	3.694446e-02
9.500000e-02	3.896656e-02
9.500000e-02	3.996912e-02
9.500000e-02	4.295085e-02
9.500000e-02	4.332914e-02
9.500000e-02	4.701300e-02
9.500000e-02	4.713419e-02
9.500000e-02	5.100212e-02
9.500000e-02	5.146112e-02
9.500000e-02	5.527253e-02
9.500000e-02	5.588046e-02
9.500000e-02	5.979594e-02
9.500000e-02	6.034543e-02
9.500000e-02	6.454025e-02
9.500000e-02	6.481350e-02
9.500000e-02	6.924606e-02
9.500000e-02	6.946953e-02
9.500000e-02	7.360783e-02
9.500000e-02	7.454423e-02
9.500000e-02	7.786632e-02
9.500000e-02	7.972158e-02
9.500000e-02	8.199117e-02
9.500000e-02	8.495670e-02
9.500000e-02	8.595399e-02
9.500000e-02	8.972872e-02
9.500000e-02	9.020430e-02
9.500000e-02	9.329255e-02
9.500000e-02	9.542079e-02
9.500000e-02	9.662741e-02
9.500000e-02	9.972163e-02
1.000000e-01	1.011950e-01
1.000000e-01	1.018706e-01
1.000000e-01	1.045635e-01
1.000000e-01	1.079969e-01
1.000000e-01	1.094416e-02
1.000000e-01	1.101034e-01
1.000000e-01	1.114588e-01
1.000000e-01	1.149149e-01
1.000000e-01	1.181583e-01
1.000000e-01	1.183340e-01
1.000000e-01	1.206266e-02
1.000000e-01	1.216895e-01
1.000000e-01	1.249597e-01
1.000000e-01	1.259882e-01
1.000000e-01	1.281275e-01
1.000000e-01	1.311796e-01
1.000000e-01	1.324814e-02
1.000000e-01	1.335489e-01
1.000000e-01	1.341055e-01
1.000000e-01	1.368964e-01
1.000000e-01	1.395444e-01
1.000000e-01	1.407990e-01
1.000000e-01	1.420414e-01
1.000000e-01	1.443790e-01
1.000000e-01	1.476993e-01
1.000000e-01	1.626764e-02
1.000000e-01	1.735838e-02
1.000000e-01	2.205308e-02
1.000000e-01	2.212211e-02
1.000000e-01	2.683796e-02
1.000000e-01	2.884273e-02
1.000000e-01	3.151561e-02
1.000000e-01	3.599444e-02
1.000000e-01	3.610629e-02
1.000000e-01	4.022322e-02
1.000000e-01	4.375842e-02
1.000000e-01	4.416712e-02
1.000000e-01	4.779824e-02
1.000000e-01	5.109222e-02
1.000000e-01	5.170451e-02
1.000000e-01	5.402777e-02
1.000000e-01	5.658784e-02
1.000000e-01	5.876151e-02
1.000000e-01	5.987185e-02
1.000000e-01	6.054591e-02
1.000000e-01	6.191972e-02
1.000000e-01	6.194764e-02
1.000000e-01	6.195342e-02
1.000000e-01	6.204975e-02
1.000000e-01	6.216748e-02
1.000000e-01	6.231502e-02
1.000000e-01	6.256548e-02
1.000000e-01	6.267719e-02
1.000000e-01	6.298332e-02
1.000000e-01	6.309035e-02
1.000000e-01	6.313753e-02
1.000000e-01	6.350341e-02
1.000000e-01	6.367925e-02
1.000000e-01	6.386107e-02
1.000000e-01	6.386234e-02
1.000000e-01	6.407036e-02
1.000000e-01	6.411218e-02
1.000000e-01	6.419876e-02
1.000000e-01	6.470263e-02
1.000000e-01	6.562058e-02
1.000000e-01	6.656853e-02
1.000000e-01	6.749923e-02
1.000000e-01	6.819605e-02
1.000000e-01	6.836834e-02
1.000000e-01	6.913788e-02
1.000000e-01	6.977897e-02
1.000000e-01	7.027373e-02
1.000000e-01	7.047732e-02
1.000000e-01	7.051857e-02
1.000000e-01	7.054240e-02
1.000000e-01	7.061624e-02
1.000000e-01	7.062357e-02
1.000000e-01	7.074773e-02
1.000000e-01	7.075185e-02
1.000000e-01	7.081264e-02
1.000000e-01	7.084700e-02
1.000000e-01	7.088043e-02
1.000000e-01	7.113699e-02
1.000000e-01	7.172074e-02
1.000000e-01	7.251692e-02
1.000000e-01	7.353085e-02
1.000000e-01	7.476113e-02
1.000000e-01	7.620227e-02
1.000000e-01	7.661612e-02
1.000000e-01	7.784751e-02
1.000000e-01	7.969108e-02
1.000000e-01	8.172954e-02
1.000000e-01	8.396168e-02
1.000000e-01	8.507303e-02
1.000000e-01	8.638729e-02
1.000000e-01	8.900491e-02
1.000000e-01	9.180932e-02
1.000000e-01	9.350956e-02
1.000000e-01	9.478931e-02
1.000000e-01	9.792643e-02
1.050000e-01	1.005574e-01
1.050000e-01	1.012114e-01
1.050000e-01	1.038121e-01
1.050000e-01	1.054643e-01
1.050000e-01	1.054871e-01
1.050000e-01	1.068442e-01
1.050000e-01	1.095549e-01
1.050000e-01	1.096411e-01
1.050000e-01	1.107564e-01
1.050000e-01	1.121928e-01
1.050000e-01	1.133831e-01
1.050000e-01	1.144940e-01
1.050000e-01	1.158200e-01
1.050000e-01	1.165449e-01
1.050000e-01	1.169451e-01
1.050000e-01	1.183525e-01
1.050000e-01	1.199305e-01
1.050000e-01	1.202207e-01
1.050000e-01	1.206238e-01
1.050000e-01	1.212990e-01
1.050000e-01	1.224837e-01
1.050000e-01	1.231968e-01
1.050000e-01	1.235150e-01
1.050000e-01	1.244263e-01
1.050000e-01	1.251416e-01
1.050000e-01	1.252524e-01
1.050000e-01	1.258683e-01
1.050000e-01	1.260277e-01
1.050000e-01	1.267841e-01
1.050000e-01	1.275490e-01
1.050000e-01	1.282371e-01
1.050000e-01	1.283440e-01
1.050000e-01	1.291831e-01
1.050000e-01	1.293515e-01
1.050000e-01	1.300721e-01
1.050000e-01	1.303116e-01
1.050000e-01	1.310085e-01
1.050000e-01	1.319812e-01
1.050000e-01	1.321053e-01
1.050000e-01	1.329720e-01
1.050000e-01	1.332356e-01
1.050000e-01	1.336355e-01
1.050000e-01	1.339572e-01
1.050000e-01	1.349101e-01
1.050000e-01	1.349225e-01
1.050000e-01	1.358030e-01
1.050000e-01	1.359879e-01
1.050000e-01	1.366106e-01
1.050000e-01	1.367792e-01
1.050000e-01	1.368543e-01
1.050000e-01	1.373122e-01
1.050000e-01	1.375441e-01
1.050000e-01	1.378930e-01
1.050000e-01	1.380778e-01
1.050000e-01	1.383453e-01
1.050000e-01	1.384734e-01
1.050000e-01	1.386679e-01
1.050000e-01	1.387442e-01
1.050000e-01	1.388640e-01
1.050000e-01	1.388986e-01
1.050000e-01	1.389392e-01
1.050000e-01	1.399705e-01
1.050000e-01	1.427992e-01
1.050000e-01	1.452557e-01
1.050000e-01	4.832202e-02
1.050000e-01	4.886827e-02
1.050000e-01	4.890887e-02
1.050000e-01	5.053808e-02
1.050000e-01	5.055092e-02
1.050000e-01	5.305747e-02
1.050000e-01	5.328593e-02
1.050000e-01	5.629032e-02
1.050000e-01	5.692701e-02
1.050000e-01	5.865428e-02
1.050000e-01	6.006558e-02
1.050000e-01	6.129950e-02
1.050000e-01	6.338274e-02
1.050000e-01	6.423439e-02
1.050000e-01	6.622786e-02
1.050000e-01	6.805298e-02
1.050000e-01	6.867492e-02
1.050000e-01	7.155165e-02
1.050000e-01	7.263043e-02
1.050000e-01	7.329045e-02
1.050000e-01	7.708960e-02
1.050000e-01	7.713186e-02
1.050000e-01	7.800472e-02
1.050000e-01	8.141212e-02
1.050000e-01	8.275672e-02
1.050000e-01	8.285199e-02
1.050000e-01	8.558456e-02
1.050000e-01	8.749585e-02
1.050000e-01	8.861622e-02
1.050000e-01	8.959604e-02
1.050000e-01	9.217801e-02
1.050000e-01	9.343630e-02
1.050000e-01	9.434665e-02
1.050000e-01	9.676271e-02
1.050000e-01	9.709425e-02
1.050000e-01	9.997996e-02
1.100000e-01	1.064914e-01
1.100000e-01	1.066616e-01
1.100000e-01	1.067769e-01
1.100000e-01	1.073266e-01
1.100000e-01	1.074811e-01
1.100000e-01	1.085229e-01
1.100000e-01	1.085720e-01
1.100000e-01	1.100233e-01
1.100000e-01	1.102793e-01
1.100000e-01	1.118141e-01
1.100000e-01	1.126119e-01
1.100000e-01	1.139279e-01
1.100000e-01	1.155200e-01
1.100000e-01	1.163501e-01
1.100000e-01	1.189850e-01
1.100000e-01	1.190663e-01
1.100000e-01	1.220597e-01
1.100000e-01	1.229712e-01
1.100000e-01	1.253099e-01
1.100000e-01	1.274285e-01
1.100000e-01	1.287912e-01
1.100000e-01	1.322974e-01
1.100000e-01	1.324732e-01
1.100000e-01	1.363208e-01
1.100000e-01	1.375137e-01
1.100000e-01	1.402967e-01
1.100000e-01	1.430134e-01
1.100000e-01	1.443630e-01
1.100000e-01	1.484838e-01
1.100000e-01	1.487375e-01
1.100000e-01	1.498662e-01
1.100000e-01	1.526260e-01
1.100000e-01	1.535159e-01
1.100000e-01	1.546347e-01
1.100000e-01	1.567603e-01
1.100000e-01	1.572469e-01
1.100000e-01	1.606633e-01
1.100000e-01	1.608609e-01
1.100000e-01	1.610212e-01
1.100000e-01	1.648019e-01
1.100000e-01	1.649045e-01
1.100000e-01	1.667914e-01
1.100000e-01	1.685550e-01
1.100000e-01	1.688699e-01
1.100000e-01	1.722493e-01
1.100000e-01	1.727375e-01
1.100000e-01	1.729958e-01
1.100000e-01	1.758571e-01
1.100000e-01	1.764884e-01
1.100000e-01	1.792602e-01
1.100000e-01	1.793539e-01
1.100000e-01	1.801042e-01
1.100000e-01	1.827176e-01
1.100000e-01	1.835664e-01
1.100000e-01	1.855733e-01
1.100000e-01	1.859281e-01
1.100000e-01	1.868553e-01
1.100000e-01	1.889657e-01
1.100000e-01	1.899496e-01
1.100000e-01	1.918106e-01
1.100000e-01	1.919277e-01
1.100000e-01	1.928260e-01
1.100000e-01	1.944417e-01
1.100000e-01	1.954593e-01
1.100000e-01	1.968366e-01
1.100000e-01	1.978229e-01
1.100000e-01	1.983190e-01
1.100000e-01	1.989713e-01
1.100000e-01	1.998904e-01
1.100000e-01	2.008210e-01
1.100000e-01	2.016363e-01
1.100000e-01	2.023611e-01
1.100000e-01	2.030378e-01
1.100000e-01	2.035687e-01
1.100000e-01	2.040763e-01
1.100000e-01	2.044236e-01
1.100000e-01	2.047383e-01
1.100000e-01	2.047449e-01
1.100000e-01	2.049098e-01
1.100000e-01	2.050165e-01
1.100000e-01	2.112049e-01
1.100000e-01	2.176985e-01
1.100000e-01	2.242231e-01
1.100000e-01	2.307717e-01
1.100000e-01	2.373300e-01
1.100000e-01	2.438747e-01
1.100000e-01	2.503726e-01
1.100000e-01	2.567816e-01
1.100000e-01	2.630519e-01
1.100000e-01	2.691296e-01
1.100000e-01	2.749603e-01
1.100000e-01	2.804924e-01
1.100000e-01	2.856812e-01
1.100000e-01	2.904908e-01
1.100000e-01	2.948965e-01
1.100000e-01	2.988857e-01
1.100000e-01	3.024573e-01
1.100000e-01	3.056210e-01
1.100000e-01	3.083951e-01
1.100000e-01	3.108028e-01
1.150000e-01	1.013174e-01
1.150000e-01	1.018496e-01
1.150000e-01	1.053232e-01
1.150000e-01	1.071025e-01
1.150000e-01	1.090746e-01
1.150000e-01	1.122927e-01
1.150000e-01	1.125799e-01
1.150000e-01	1.158535e-01
1.150000e-01	1.174109e-01
1.150000e-01	1.189140e-01
1.150000e-01	1.217824e-01
1.150000e-01	1.224426e-01
1.150000e-01	1.244798e-01
1.150000e-01	1.251720e-02
1.150000e-01	1.270265e-01
1.150000e-01	1.273696e-01
1.150000e-01	1.294423e-01
1.150000e-01	1.317473e-01
1.150000e-01	1.321723e-01
1.150000e-01	1.339627e-01
1.150000e-01	1.361110e-01
1.150000e-01	1.368323e-01
1.150000e-01	1.382154e-01
1.150000e-01	1.402976e-01
1.150000e-01	1.413341e-01
1.150000e-01	1.423756e-01
1.150000e-01	1.444622e-01
1.150000e-01	1.456669e-01
1.150000e-01	1.465625e-01
1.150000e-01	1.486742e-01
1.150000e-01	1.498246e-01
1.150000e-01	1.507875e-01
1.150000e-01	1.528867e-01
1.150000e-01	1.538066e-01
1.150000e-01	1.549521e-01
1.150000e-01	1.569631e-01
1.150000e-01	1.576167e-01
1.150000e-01	1.589008e-01
1.150000e-01	1.607502e-01
1.150000e-01	1.612630e-01
1.150000e-01	1.624846e-02
1.150000e-01	1.625018e-01
1.150000e-01	1.641525e-01
1.150000e-01	1.647570e-01
1.150000e-01	1.657052e-01
1.150000e-01	1.671671e-01
1.150000e-01	1.681126e-01
1.150000e-01	1.685480e-01
1.150000e-01	1.698572e-01
1.150000e-01	1.711004e-01
1.150000e-01	1.713455e-01
1.150000e-01	1.722765e-01
1.150000e-01	1.733752e-01
1.150000e-01	1.743759e-01
1.150000e-01	1.744716e-01
1.150000e-01	1.775054e-01
1.150000e-01	1.804585e-01
1.150000e-01	1.833374e-01
1.150000e-01	1.861423e-01
1.150000e-01	1.888657e-01
1.150000e-01	1.898256e-02
1.150000e-01	1.914916e-01
1.150000e-01	1.939952e-01
1.150000e-01	1.963444e-01
1.150000e-01	1.985012e-01
1.150000e-01	2.004251e-01
1.150000e-01	2.020758e-01
1.150000e-01	2.034159e-01
1.150000e-01	2.044135e-01
1.150000e-01	2.050423e-01
1.150000e-01	2.281078e-02
1.150000e-01	2.552849e-02
1.150000e-01	2.938056e-02
1.150000e-01	3.203849e-02
1.150000e-01	3.588849e-02
1.150000e-01	3.846531e-02
1.150000e-01	4.229736e-02
1.150000e-01	4.478484e-02
1.150000e-01	4.858208e-02
1.150000e-01	4.919792e-03
1.150000e-01	5.098488e-02
1.150000e-01	5.472358e-02
1.150000e-01	5.706092e-02
1.150000e-01	6.070626e-02
1.150000e-01	6.301372e-02
1.150000e-01	6.632146e-03
1.150000e-01	6.651641e-02
1.150000e-01	6.884761e-02
1.150000e-01	7.214126e-02
1.150000e-01	7.456956e-02
1.150000e-01	7.756836e-02
1.150000e-01	8.018863e-02
1.150000e-01	8.278532e-02
1.150000e-01	8.571545e-02
1.150000e-01	8.777978e-02
1.150000e-01	9.116138e-02
1.150000e-01	9.253987e-02
1.150000e-01	9.653686e-02
1.150000e-01	9.705504e-02
1.150000e-01	9.892362e-03
1.200000e-01	1.059184e-01
1.200000e-01	1.060515e-01
1.200000e-01	1.066609e-01
1.200000e-01	1.070268e-01
1.200000e-01	1.082676e-01
1.200000e-01	1.087661e-01
1.200000e-01	1.106865e-01
1.200000e-01	1.111547e-01
1.200000e-01	1.138361e-01
1.200000e-01	1.140534e-01
1.200000e-01	1.173133e-01
1.200000e-01	1.176166e-01
1.200000e-01	1.207901e-01
1.200000e-01	1.219215e-01
1.200000e-01	1.243555e-01
1.200000e-01	1.266470e-01
1.200000e-01	1.279047e-01
1.200000e-01	1.313593e-01
1.200000e-01	1.316974e-01
1.200000e-01	1.346668e-01
1.200000e-01	1.369885e-01
1.200000e-01	1.377969e-01
1.200000e-01	1.407369e-01
1.200000e-01	1.424488e-01
1.200000e-01	1.434862e-01
1.200000e-01	1.460520e-01
1.200000e-01	1.480187e-01
1.200000e-01	1.484450e-01
1.200000e-01	1.506766e-01
1.200000e-01	1.527575e-01
1.200000e-01	1.536494e-01
1.200000e-01	1.546961e-01
1.200000e-01	1.564982e-01
1.200000e-01	1.581671e-01
1.200000e-01	1.593011e-01
1.200000e-01	1.649413e-01
1.200000e-01	1.705431e-01
1.200000e-01	1.760847e-01
1.200000e-01	1.815478e-01
1.200000e-01	1.869180e-01
1.200000e-01	1.921840e-01
1.200000e-01	1.973366e-01
1.200000e-01	2.023690e-01
1.200000e-01	2.072750e-01
1.200000e-01	2.081740e-01
1.200000e-01	2.120487e-01
1.200000e-01	2.141212e-01
1.200000e-01	2.166844e-01
1.200000e-01	2.197861e-01
1.200000e-01	2.211769e-01
1.200000e-01	2.251803e-01
1.200000e-01	2.255220e-01
1.200000e-01	2.297185e-01
1.200000e-01	2.303218e-01
1.200000e-01	2.337686e-01
1.200000e-01	2.352326e-01
1.200000e-01	2.376799e-01
1.200000e-01	2.399371e-01
1.200000e-01	2.414649e-01
1.200000e-01	2.444609e-01
1.200000e-01	2.451412e-01
1.200000e-01	2.487297e-01
1.200000e-01	2.488288e-01
1.200000e-01	2.522518e-01
1.200000e-01	2.530640e-01
1.200000e-01	2.557264e-01
1.200000e-01	2.571852e-01
1.200000e-01	2.591672e-01
1.200000e-01	2.612051e-01
1.200000e-01	2.625803e-01
1.200000e-01	2.651288e-01
1.200000e-01	2.659635e-01
1.200000e-01	2.689527e-01
1.200000e-01	2.693072e-01
1.200000e-01	2.725958e-01
1.200000e-01	2.726651e-01
1.200000e-01	2.758090e-01
1.200000e-01	2.762464e-01
1.200000e-01	2.789234e-01
1.200000e-01	2.796713e-01
1.200000e-01	2.819129e-01
1.200000e-01	2.829096e-01
1.200000e-01	2.847497e-01
1.200000e-01	2.859282e-01
1.200000e-01	2.874037e-01
1.200000e-01	2.886926e-01
1.200000e-01	2.898441e-01
1.200000e-01	2.911684e-01
1.200000e-01	2.920392e-01
1.200000e-01	2.933235e-01
1.200000e-01	2.939582e-01
1.200000e-01	2.951293e-01
1.200000e-01	2.955717e-01
1.200000e-01	2.965625e-01
1.200000e-01	2.968530e-01
1.200000e-01	2.976058e-01
1.200000e-01	2.977786e-01
1.200000e-01	2.982490e-01
1.200000e-01	2.983289e-01
1.200000e-01	2.984889e-01
1.250000e-01	1.295836e-01
1.250000e-01	1.324527e-01
1.250000e-01	1.353891e-01
1.250000e-01	1.383703e-01
1.250000e-01	1.413849e-01
1.250000e-01	1.444318e-01
1.250000e-01	1.475182e-01
1.250000e-01	1.506579e-01
1.250000e-01	1.538700e-01
1.250000e-01	1.571783e-01
1.250000e-01	1.606096e-01
1.250000e-01	1.641917e-01
1.250000e-01	1.679506e-01
1.250000e-01	1.719073e-01
1.250000e-01	1.760760e-01
1.250000e-01	1.804626e-01
1.250000e-01	1.850654e-01
1.250000e-01	1.898775e-01
1.250000e-01	1.948888e-01
1.250000e-01	2.000887e-01
1.250000e-01	2.054678e-01
1.250000e-01	2.110183e-01
1.250000e-01	2.167336e-01
1.250000e-01	2.226079e-01
1.250000e-01	2.258447e-01
1.250000e-01	2.286344e-01
1.250000e-01	2.320525e-01
1.250000e-01	2.348053e-01
1.250000e-01	2.378400e-01
1.250000e-01	2.411108e-01
1.250000e-01	2.432180e-01
1.250000e-01	2.475383e-01
1.250000e-01	2.482030e-01
1.250000e-01	2.528150e-01
1.250000e-01	2.540715e-01
1.250000e-01	2.570764e-01
1.250000e-01	2.606890e-01
1.250000e-01	2.610119e-01
1.250000e-01	2.646507e-01
1.250000e-01	2.673636e-01
1.250000e-01	2.680281e-01
1.250000e-01	2.711871e-01
1.250000e-01	2.740617e-01
1.250000e-01	2.741794e-01
1.250000e-01	2.770641e-01
1.250000e-01	2.799062e-01
1.250000e-01	2.807442e-01
1.250000e-01	2.827728e-01
1.250000e-01	2.857288e-01
1.250000e-01	2.873681e-01
1.250000e-01	2.888310e-01
1.250000e-01	2.921218e-01
1.250000e-01	2.938884e-01
1.250000e-01	2.956243e-01
1.250000e-01	2.993377e-01
1.250000e-01	3.002608e-01
1.250000e-01	3.032374e-01
1.250000e-01	3.064435e-01
1.250000e-01	3.072778e-01
1.250000e-01	3.113991e-01
1.250000e-01	3.123997e-01
1.250000e-01	3.155355e-01
1.250000e-01	3.180981e-01
1.250000e-01	3.196242e-01
1.250000e-01	3.235144e-01
1.250000e-01	3.236113e-01
1.250000e-01	3.274560e-01
1.250000e-01	3.286311e-01
1.250000e-01	3.311303e-01
1.250000e-01	3.334366e-01
1.250000e-01	3.346175e-01
1.250000e-01	3.379095e-01
1.250000e-01	3.379235e-01
1.250000e-01	3.410046e-01
1.250000e-01	3.420872e-01
1.250000e-01	3.439048e-01
1.250000e-01	3.459234e-01
1.250000e-01	3.466148e-01
1.250000e-01	3.491404e-01
1.250000e-01	3.494267e-01
1.250000e-01	3.514867e-01
1.250000e-01	3.525895e-01
1.250000e-01	3.536572e-01
1.250000e-01	3.554019e-01
1.250000e-01	3.556532e-01
1.250000e-01	3.574735e-01
1.250000e-01	3.578533e-01
1.250000e-01	3.591151e-01
1.250000e-01	3.599339e-01
1.250000e-01	3.605725e-01
1.250000e-01	3.616371e-01
1.250000e-01	3.618382e-01
1.250000e-01	3.629012e-01
1.250000e-01	3.629621e-01
1.250000e-01	3.637467e-01
1.250000e-01	3.639146e-01
1.250000e-01	3.643551e-01
1.250000e-01	3.645082e-01
1.250000e-01	3.647025e-01
1.250000e-01	3.647625e-01
1.300000e-01	1.037571e-01
1.300000e-01	1.038195e-01
1.300000e-01	1.041119e-01
1.300000e-01	1.042468e-01
1.300000e-01	1.049273e-01
1.300000e-01	1.049824e-01
1.300000e-01	1.059700e-01
1.300000e-01	1.062346e-01
1.300000e-01	1.071580e-01
1.300000e-01	1.080496e-01
1.300000e-01	1.085027e-01
1.300000e-01	1.099700e-01
1.300000e-01	1.103721e-01
1.300000e-01	1.115352e-01
1.300000e-01	1.131816e-01
1.300000e-01	1.131863e-01
1.300000e-01	1.148983e-01
1.300000e-01	1.164626e-01
1.300000e-01	1.166772e-01
1.300000e-01	1.185111e-01
1.300000e-01	1.201611e-01
1.300000e-01	1.203921e-01
1.300000e-01	1.223108e-01
1.300000e-01	1.242346e-01
1.300000e-01	1.242561e-01
1.300000e-01	1.262160e-01
1.300000e-01	1.281784e-01
1.300000e-01	1.286327e-01
1.300000e-01	1.301324e-01
1.300000e-01	1.320687e-01
1.300000e-01	1.333051e-01
1.300000e-01	1.339800e-01
1.300000e-01	1.358604e-01
1.300000e-01	1.377040e-01
1.300000e-01	1.382038e-01
1.300000e-01	1.395042e-01
1.300000e-01	1.412519e-01
1.300000e-01	1.432850e-01
1.300000e-01	1.485097e-01
1.300000e-01	1.538436e-01
