# Time (a.u.)	Order parameter |r|
0.6980	3.6450309e-01
0.6990	3.6520700e-01
0.7000	3.6591085e-01
0.7010	3.6661462e-01
0.7020	3.6731833e-01
0.7030	3.6802195e-01
0.7040	3.6872549e-01
0.7050	3.6942895e-01
0.7060	3.7013231e-01
0.7070	3.7083559e-01
0.7080	3.7153876e-01
0.7090	3.7224183e-01
0.7100	3.7294480e-01
0.7110	3.7364766e-01
0.7120	3.7435040e-01
0.7130	3.7505302e-01
0.7140	3.7575552e-01
0.7150	3.7645790e-01
0.7160	3.7716014e-01
0.7170	3.7786225e-01
0.7180	3.7856422e-01
0.7190	3.7926605e-01
0.7200	3.7996773e-01
0.7210	3.8066925e-01
0.7220	3.8137063e-01
0.7230	3.8207184e-01
0.7240	3.8277289e-01
0.7250	3.8347376e-01
0.7260	3.8417447e-01
0.7270	3.8487500e-01
0.7280	3.8557535e-01
0.7290	3.8627552e-01
0.7300	3.8697549e-01
0.7310	3.8767528e-01
0.7320	3.8837486e-01
0.7330	3.8907425e-01
0.7340	3.8977343e-01
0.7350	3.9047240e-01
0.7360	3.9117115e-01
0.7370	3.9186969e-01
0.7380	3.9256801e-01
0.7390	3.9326610e-01
0.7400	3.9396396e-01
0.7410	3.9466158e-01
0.7420	3.9535897e-01
0.7430	3.9605612e-01
0.7440	3.9675302e-01
0.7450	3.9744967e-01
0.7460	3.9814607e-01
0.7470	3.9884221e-01
0.7480	3.9953808e-01
0.7490	4.0023370e-01
0.7500	4.0092904e-01
0.7510	4.0162411e-01
0.7520	4.0231890e-01
0.7530	4.0301341e-01
0.7540	4.0370764e-01
0.7550	4.0440158e-01
0.7560	4.0509523e-01
0.7570	4.0578858e-01
0.7580	4.0648163e-01
0.7590	4.0717438e-01
0.7600	4.0786683e-01
0.7610	4.0855896e-01
0.7620	4.0925078e-01
0.7630	4.0994228e-01
0.7640	4.1063346e-01
0.7650	4.1132432e-01
0.7660	4.1201485e-01
0.7670	4.1270505e-01
0.7680	4.1339492e-01
0.7690	4.1408444e-01
0.7700	4.1477363e-01
0.7710	4.1546248e-01
0.7720	4.1615097e-01
0.7730	4.1683912e-01
0.7740	4.1752691e-01
0.7750	4.1821434e-01
0.7760	4.1890142e-01
0.7770	4.1958813e-01
0.7780	4.2027448e-01
0.7790	4.2096045e-01
0.7800	4.2164606e-01
0.7810	4.2233129e-01
0.7820	4.2301614e-01
0.7830	4.2370062e-01
0.7840	4.2438470e-01
0.7850	4.2506841e-01
0.7860	4.2575172e-01
0.7870	4.2643464e-01
0.7880	4.2711717e-01
0.7890	4.2779930e-01
0.7900	4.2848103e-01
0.7910	4.2916236e-01
0.7920	4.2984328e-01
0.7930	4.3052379e-01
0.7940	4.3120390e-01
0.7950	4.3188359e-01
0.7960	4.3256287e-01
0.7970	4.3324173e-01
0.7980	4.3392017e-01
0.7990	4.3459819e-01
0.8000	4.3527578e-01
0.8010	4.3595295e-01
0.8020	4.3662969e-01
0.8030	4.3730600e-01
0.8040	4.3798187e-01
0.8050	4.3865731e-01
0.8060	4.3933231e-01
0.8070	4.4000687e-01
0.8080	4.4068099e-01
0.8090	4.4135467e-01
0.8100	4.4202790e-01
0.8110	4.4270068e-01
0.8120	4.4337301e-01
0.8130	4.4404489e-01
0.8140	4.4471632e-01
0.8150	4.4538729e-01
0.8160	4.4605781e-01
0.8170	4.4672786e-01
0.8180	4.4739745e-01
0.8190	4.4806658e-01
0.8200	4.4873525e-01
0.8210	4.4940345e-01
0.8220	4.5007118e-01
0.8230	4.5073845e-01
0.8240	4.5140524e-01
0.8250	4.5207156e-01
0.8260	4.5273740e-01
0.8270	4.5340277e-01
0.8280	4.5406766e-01
0.8290	4.5473207e-01
0.8300	4.5539600e-01
0.8310	4.5605945e-01
0.8320	4.5672242e-01
0.8330	4.5738490e-01
0.8340	4.5804689e-01
0.8350	4.5870840e-01
0.8360	4.5936942e-01
0.8370	4.6002994e-01
0.8380	4.6068998e-01
0.8390	4.6134952e-01
0.8400	4.6200857e-01
0.8410	4.6266713e-01
0.8420	4.6332518e-01
0.8430	4.6398275e-01
0.8440	4.6463981e-01
0.8450	4.6529637e-01
0.8460	4.6595243e-01
0.8470	4.6660799e-01
0.8480	4.6726304e-01
0.8490	4.6791759e-01
0.8500	4.6857164e-01
0.8510	4.6922518e-01
0.8520	4.6987821e-01
0.8530	4.7053073e-01
0.8540	4.7118275e-01
0.8550	4.7183426e-01
0.8560	4.7248525e-01
0.8570	4.7313573e-01
0.8580	4.7378570e-01
0.8590	4.7443516e-01
0.8600	4.7508411e-01
0.8610	4.7573253e-01
0.8620	4.7638045e-01
0.8630	4.7702785e-01
0.8640	4.7767473e-01
0.8650	4.7832109e-01
0.8660	4.7896694e-01
0.8670	4.7961226e-01
0.8680	4.8025707e-01
0.8690	4.8090136e-01
0.8700	4.8154513e-01
0.8710	4.8218837e-01
0.8720	4.8283110e-01
0.8730	4.8347330e-01
0.8740	4.8411498e-01
0.8750	4.8475614e-01
0.8760	4.8539678e-01
0.8770	4.8603690e-01
0.8780	4.8667649e-01
0.8790	4.8731555e-01
0.8800	4.8795410e-01
0.8810	4.8859212e-01
0.8820	4.8922961e-01
0.8830	4.8986658e-01
0.8840	4.9050303e-01
0.8850	4.9113895e-01
0.8860	4.9177434e-01
0.8870	4.9240922e-01
0.8880	4.9304356e-01
0.8890	4.9367739e-01
0.8900	4.9431068e-01
0.8910	4.9494346e-01
0.8920	4.9557571e-01
0.8930	4.9620743e-01
0.8940	4.9683863e-01
0.8950	4.9746931e-01
0.8960	4.9809946e-01
0.8970	4.9872909e-01
0.8980	4.9935820e-01
0.8990	4.9998678e-01
0.9000	5.0061484e-01
0.9010	5.0124238e-01
0.9020	5.0186939e-01
0.9030	5.0249589e-01
0.9040	5.0312187e-01
0.9050	5.0374732e-01
0.9060	5.0437226e-01
0.9070	5.0499667e-01
0.9080	5.0562057e-01
0.9090	5.0624395e-01
0.9100	5.0686681e-01
0.9110	5.0748916e-01
0.9120	5.0811099e-01
0.9130	5.0873230e-01
0.9140	5.0935310e-01
0.9150	5.0997339e-01
0.9160	5.1059317e-01
0.9170	5.1121243e-01
0.9180	5.1183118e-01
0.9190	5.1244943e-01
0.9200	5.1306716e-01
0.9210	5.1368439e-01
0.9220	5.1430111e-01
0.9230	5.1491732e-01
0.9240	5.1553303e-01
0.9250	5.1614824e-01
0.9260	5.1676294e-01
