1	5.69274782686408276e+00
2	7.47310861206218924e+00
3	6.88978397775595219e+00
4	5.97796222040291969e+00
5	5.89563737470748261e+00
6	7.11853899688209335e+00
7	6.22763114304983922e+00
8	6.14258939406688231e+00
9	7.03218912899344240e+00
10	6.42002324205495789e+00
11	6.16694561374878614e+00
12	5.81070045403057289e+00
13	6.59801972644011858e+00
14	5.90798345804075264e+00
15	6.35999916951275246e+00
16	6.69010996206971242e+00
17	6.93715260069534700e+00
18	6.69021695441754005e+00
19	6.39851280383761178e+00
20	6.43771301577374544e+00
21	6.86085867693228302e+00
22	5.59642150315591813e+00
23	6.42070993480556851e+00
24	6.78756851451090437e+00
25	6.10316154009703737e+00
26	6.45010151319045910e+00
27	6.21358527007819106e+00
28	5.99988130203618297e+00
29	6.82775073677363498e+00
30	5.83142678645160029e+00
31	5.35455851757772194e+00
32	6.32913165400609756e+00
33	6.12311002929107406e+00
34	6.40320227440431200e+00
35	5.96425368463513372e+00
36	6.07358899846464428e+00
37	6.49554126883784466e+00
38	6.10456178543574968e+00
39	5.33275881783931283e+00
40	6.42815087987171019e+00
41	6.47499573038948562e+00
42	6.08198882191191714e+00
43	6.71503805804014853e+00
44	5.52907224269139519e+00
45	5.97576536986162665e+00
46	5.27467393986405408e+00
47	6.22502919585104308e+00
48	6.29739901257545220e+00
49	5.77854851067902509e+00
50	5.92903685364020472e+00
51	6.81202002961718467e+00
52	6.31801103362209382e+00
53	6.35265481927958930e+00
54	6.22399180651571005e+00
55	6.97091092940761570e+00
56	6.63468631636867023e+00
57	6.24171908243318718e+00
58	6.38797201600939513e+00
59	5.73328974652322998e+00
60	6.70928798256626546e+00
61	6.06571468415842752e+00
62	6.02800133487539380e+00
63	6.48449403727587104e+00
64	5.72229439351570512e+00
65	6.92651714282285269e+00
66	5.85202080706326022e+00
67	5.86804628977828191e+00
68	6.65425331697578848e+00
69	6.35905686436023299e+00
70	6.86678392588682929e+00
71	6.09957199946271889e+00
72	7.13181957256968602e+00
73	6.03614226215570060e+00
74	5.45655080830382744e+00
75	5.99022069383951905e+00
76	5.84171111113719110e+00
77	6.57238661195191476e+00
78	5.84135342246876643e+00
79	5.87800237102145040e+00
80	5.35762669764363331e+00
81	6.02420306920182735e+00
82	5.91859641962530425e+00
83	6.20547208308075859e+00
84	6.51611667623904012e+00
85	5.41243451600678149e+00
86	5.95585607441008591e+00
87	5.86008446392326565e+00
88	6.09304471095656019e+00
89	6.63670006603247487e+00
90	6.96182644873145762e+00
91	6.04028159138055454e+00
92	6.42686870441180780e+00
93	6.48789127508449326e+00
94	5.76547609086921309e+00
95	6.62158325521115287e+00
96	5.68546220497770882e+00
97	5.90655767808624255e+00
98	6.64352979595302795e+00
99	5.87677356363501513e+00
100	6.33534956435986540e+00
101	6.52459238523895735e+00
102	6.02586830733093670e+00
103	5.31073615881798489e+00
104	7.22604831954565174e+00
105	6.48063212831063851e+00
106	6.05798190161878480e+00
107	6.14643186498695560e+00
108	5.32185429075760297e+00
109	6.67664741392177241e+00
110	5.96442027222455717e+00
111	6.51051486967335791e+00
112	6.11351637162174288e+00
113	6.45498764960598059e+00
114	7.05658576236290003e+00
115	5.65717578464519022e+00
116	6.21036805670700076e+00
117	6.19982189086679547e+00
118	5.74840031580999078e+00
119	5.43895831466925106e+00
120	6.05652958955950105e+00
121	6.14703115281981383e+00
122	6.62402593166956422e+00
123	5.15954166166478423e+00
124	6.00553852163120006e+00
125	6.58396397034361947e+00
126	5.76447982788251423e+00
127	5.29627537094734091e+00
128	6.48692343687079820e+00
129	6.62802747443309226e+00
130	7.24626540592800428e+00
131	6.56794202621694456e+00
132	6.00255952378737589e+00
133	6.58001276871111962e+00
134	5.91518660571278243e+00
135	5.71165759832759257e+00
136	5.87529843368073834e+00
137	6.78228624933845392e+00
138	6.38840635711552096e+00
139	5.28665475089437198e+00
140	6.09274328112481101e+00
141	6.39141652328511967e+00
142	6.31427262002629419e+00
143	6.25174419831755568e+00
144	6.78994490280882168e+00
145	7.07685206472510053e+00
146	6.54009802077687397e+00
147	6.13487188571554132e+00
148	6.31901595297132168e+00
149	5.92595539853871056e+00
150	7.12353984893327485e+00
151	5.44979662977766832e+00
152	6.43477574961943688e+00
153	5.99760965801833290e+00
154	5.94577571347120681e+00
155	6.36009292237196266e+00
156	6.16222687908429467e+00
157	6.29714592596416622e+00
158	6.77579250406045563e+00
159	6.32035649220552465e+00
160	5.63926526169362141e+00
161	5.80159833174038120e+00
162	5.88832838175974160e+00
163	6.43353091430156443e+00
164	7.05189452060762800e+00
165	6.30598240215085237e+00
166	7.13510538716329812e+00
167	5.73648367540380644e+00
168	7.49874953038411629e+00
169	6.22265889296765895e+00
170	6.86204451759230327e+00
171	6.00993629584271627e+00
172	5.38472457150135142e+00
173	6.09535689566213712e+00
174	6.18229737706209637e+00
175	6.12874642648138046e+00
176	6.98637357657299063e+00
177	6.50195474255350980e+00
178	6.40214118799838072e+00
179	6.29347506874064244e+00
180	6.38947709355018922e+00
181	7.28470989903025856e+00
182	5.72402187392471617e+00
183	6.10135539850622965e+00
184	5.94018169211804103e+00
185	6.73253684032194943e+00
186	6.94304999927185307e+00
187	6.72655983074092312e+00
188	6.22989946588194066e+00
189	6.28157116036840169e+00
190	6.40970492642804412e+00
191	6.60961431160087720e+00
192	6.54296916156093822e+00
193	6.09413967480817131e+00
194	6.45009196196076395e+00
195	5.65718280888943426e+00
196	5.98879223867240551e+00
197	6.47072232983905415e+00
198	5.86756921644776952e+00
199	6.80569290370891711e+00
200	5.29878008371997034e+00
201	6.43545881439258416e+00
202	7.11014503506420059e+00
203	6.35085057112449913e+00
204	6.01148317946328525e+00
205	6.51288161679957955e+00
206	6.96257228678943196e+00
207	6.69762360793267941e+00
208	5.41255900963395398e+00
209	6.54012389783815262e+00
210	5.77680675034793811e+00
211	6.92333200352855727e+00
212	5.53915305500951760e+00
213	6.83120077260482539e+00
214	6.48724389506317944e+00
215	5.87028225746882448e+00
216	5.86853544444800690e+00
217	6.99609164198033184e+00
218	6.36222197060897887e+00
219	6.81842501236496545e+00
220	6.30870230702518686e+00
221	6.17654608710784903e+00
222	6.18526881471822954e+00
223	6.21683396151253831e+00
224	6.56896844802679603e+00
225	6.34693715511308110e+00
226	6.49091038278599708e+00
227	6.10325479304418650e+00
228	6.21704064771598119e+00
229	7.08056160451138172e+00
230	6.09340207825358782e+00
231	6.40896149920021507e+00
232	6.54662566166515880e+00
233	6.78308604787700453e+00
234	6.30798106514882040e+00
235	6.29334609815577206e+00
236	6.19699471597536622e+00
237	6.46038702930195097e+00
238	6.48427804769813765e+00
239	6.63067180562005909e+00
240	5.73518348292031011e+00
241	6.57498874737309613e+00
242	6.88258691894376096e+00
243	7.27441393518842361e+00
244	6.67191824363691044e+00
245	6.35650443520900055e+00
246	6.56589047329918429e+00
247	6.27750208059413062e+00
248	7.06046482161367717e+00
249	6.76140165929952008e+00
250	6.35389596113579103e+00
251	6.49947376153171241e+00
252	5.93638156234560999e+00
253	6.59406539222185728e+00
254	6.51572286070648055e+00
255	6.31033010535122241e+00
256	5.60107531399299674e+00
257	5.29919278594012333e+00
258	5.97132381949447311e+00
259	6.14010259118776780e+00
260	5.69445410828206544e+00
