# Time (a.u.)	Order parameter |r|
79.5000	9.6930744e-01
79.6000	9.6762566e-01
79.7000	9.6580830e-01
79.8000	9.6388265e-01
79.9000	9.6187756e-01
80.0000	9.5980360e-01
80.1000	9.5761976e-01
80.2000	9.5518592e-01
80.3000	9.5220471e-01
80.4000	9.4816271e-01
80.5000	9.4228638e-01
80.6000	9.3351059e-01
80.7000	9.2043934e-01
80.8000	9.0155875e-01
80.9000	8.7638478e-01
81.0000	8.4712165e-01
81.1000	8.1787513e-01
81.2000	7.9127474e-01
81.3000	7.6776680e-01
81.4000	7.4739730e-01
81.5000	7.3090221e-01
81.6000	7.1960221e-01
81.7000	7.1490970e-01
81.8000	7.1770367e-01
81.9000	7.2815845e-01
82.0000	7.4613545e-01
82.1000	7.7072705e-01
82.2000	7.9990702e-01
82.3000	8.3128976e-01
82.4000	8.6263487e-01
82.5000	8.9171282e-01
82.6000	9.1654568e-01
82.7000	9.3605877e-01
82.8000	9.5051109e-01
82.9000	9.6075017e-01
83.0000	9.6778439e-01
83.1000	9.7282093e-01
83.2000	9.7663982e-01
83.3000	9.7938629e-01
83.4000	9.8115662e-01
83.5000	9.8221275e-01
83.6000	9.8281124e-01
83.7000	9.8312643e-01
83.8000	9.8326433e-01
83.9000	9.8328764e-01
84.0000	9.8323326e-01
84.1000	9.8312318e-01
84.2000	9.8297079e-01
84.3000	9.8278450e-01
84.4000	9.8256968e-01
84.5000	9.8232974e-01
84.6000	9.8206669e-01
84.7000	9.8178148e-01
84.8000	9.8147416e-01
84.9000	9.8114393e-01
85.0000	9.8078922e-01
85.1000	9.8040762e-01
85.2000	9.7999585e-01
85.3000	9.7954963e-01
85.4000	9.7906359e-01
85.5000	9.7853111e-01
85.6000	9.7794409e-01
85.7000	9.7729285e-01
85.8000	9.7656591e-01
85.9000	9.7575002e-01
86.0000	9.7483035e-01
86.1000	9.7379106e-01
86.2000	9.7261661e-01
86.3000	9.7129379e-01
86.4000	9.6981478e-01
86.5000	9.6818062e-01
86.6000	9.6640416e-01
86.7000	9.6450987e-01
86.8000	9.6252768e-01
86.9000	9.6047697e-01
87.0000	9.5833776e-01
87.1000	9.5600768e-01
87.2000	9.5324641e-01
87.3000	9.4961560e-01
87.4000	9.4442859e-01
87.5000	9.3671795e-01
87.6000	9.2519454e-01
87.7000	9.0831453e-01
87.8000	8.8507003e-01
87.9000	8.5669837e-01
88.0000	8.2703299e-01
88.1000	7.9946081e-01
88.2000	7.7497342e-01
88.3000	7.5355640e-01
88.4000	7.3569465e-01
88.5000	7.2256826e-01
88.6000	7.1562387e-01
88.7000	7.1597318e-01
88.8000	7.2397449e-01
88.9000	7.3958363e-01
89.0000	7.6222998e-01
89.1000	7.9020094e-01
89.2000	8.2112765e-01
89.3000	8.5272636e-01
89.4000	8.8276984e-01
89.5000	9.0913946e-01
89.6000	9.3038975e-01
89.7000	9.4637869e-01
89.8000	9.5787171e-01
89.9000	9.6580355e-01
90.0000	9.7136054e-01
90.1000	9.7553223e-01
90.2000	9.7862122e-01
90.3000	9.8068089e-01
90.4000	9.8193476e-01
90.5000	9.8265695e-01
90.6000	9.8304869e-01
90.7000	9.8323496e-01
90.8000	9.8329002e-01
90.9000	9.8325760e-01
91.0000	9.8316360e-01
91.1000	9.8302366e-01
91.2000	9.8284754e-01
91.3000	9.8264141e-01
91.4000	9.8240925e-01
91.5000	9.8215346e-01
91.6000	9.8187531e-01
91.7000	9.8157512e-01
91.8000	9.8125237e-01
91.9000	9.8090573e-01
92.0000	9.8053306e-01
92.1000	9.8013138e-01
92.2000	9.7969673e-01
92.3000	9.7922412e-01
92.4000	9.7870733e-01
92.5000	9.7813877e-01
92.6000	9.7750928e-01
92.7000	9.7680797e-01
92.8000	9.7602214e-01
92.9000	9.7513743e-01
93.0000	9.7413823e-01
93.1000	9.7300871e-01
93.2000	9.7173464e-01
93.3000	9.7030608e-01
93.4000	9.6872086e-01
93.5000	9.6698785e-01
93.6000	9.6512812e-01
93.7000	9.6317105e-01
93.8000	9.6114186e-01
93.9000	9.5903720e-01
94.0000	9.5678665e-01
94.1000	9.5420068e-01
94.2000	9.5091071e-01
94.3000	9.4631391e-01
94.4000	9.3953616e-01
94.5000	9.2939653e-01
94.6000	9.1439807e-01
94.7000	8.9320292e-01
94.8000	8.6614763e-01
94.9000	8.3642886e-01
95.0000	8.0797109e-01
95.1000	7.8249008e-01
95.2000	7.6007505e-01
95.3000	7.4097158e-01
95.4000	7.2617212e-01
95.5000	7.1709481e-01
95.6000	7.1503137e-01
95.7000	7.2057537e-01
95.8000	7.3376566e-01
95.9000	7.5428542e-01
96.0000	7.8079667e-01
96.1000	8.1103440e-01
96.2000	8.4265787e-01
96.3000	8.7344442e-01
96.4000	9.0119565e-01
96.5000	9.2417241e-01
96.6000	9.4178477e-01
96.7000	9.5462402e-01
96.8000	9.6358010e-01
96.9000	9.6976456e-01
97.0000	9.7431502e-01
97.1000	9.7774831e-01
97.2000	9.8012212e-01
97.3000	9.8160282e-01
97.4000	9.8246931e-01
97.5000	9.8295023e-01
97.6000	9.8319233e-01
97.7000	9.8328354e-01
97.8000	9.8327568e-01
97.9000	9.8319933e-01
98.0000	9.8307284e-01
98.1000	9.8290751e-01
98.2000	9.8271048e-01
98.3000	9.8248634e-01
98.4000	9.8223793e-01
98.5000	9.8196687e-01
98.6000	9.8167377e-01
98.7000	9.8135836e-01
98.8000	9.8101957e-01
98.9000	9.8065553e-01
99.0000	9.8026353e-01
99.1000	9.7983994e-01
99.2000	9.7938011e-01
99.3000	9.7887824e-01
99.4000	9.7832720e-01
